assay_description,document_journal,document_year,target_chembl_id,target_pref_name,molecule_chembl_id,standard_type,standard_units,canonical_smiles,nIC50,pIC50,MW,LogP,NumHDonors,NumHAcceptors
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663817,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCC2CCCC2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,3000.0,5.522878745280337,578.5120000000002,4.276500000000003,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663818,IC50,nM,CN1[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1CCC1CCCC1,10000.0,5.0,592.5389999999999,4.618700000000004,4.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663819,IC50,nM,CN1[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1CCc1cccs1,10000.0,5.0,606.5470000000001,4.342600000000004,4.0,6.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663821,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CC2CCCCC2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,1000.0,6.0,578.5120000000002,4.276500000000003,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663813,IC50,nM,CN1[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1CC(C)(C)C,3000.0,5.522878745280337,566.5010000000001,4.084500000000004,4.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3705041,IC50,nM,CC(C)(C)C[C@@H]1[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@@H](c2cccc(Cl)c2)[C@H](C(=O)NCC[C@H](O)CO)[N+]1(C)C,10000.0,5.0,581.5360000000001,4.229100000000004,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663824,IC50,nM,CCC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,1000.0,6.0,566.5010000000001,4.132400000000001,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663825,IC50,nM,CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(F)c(F)cc12,3000.0,5.522878745280337,579.0630000000002,3.956000000000003,3.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663826,IC50,nM,CCC(C)(C)C[C@H]1N(C)[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(F)c(F)cc12,5000.0,5.301029995663981,582.0630000000002,4.099400000000002,4.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663827,IC50,nM,CCCCC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,1000.0,6.0,594.5550000000002,4.912600000000003,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663828,IC50,nM,CC(C)CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,1000.0,6.0,594.5550000000002,4.768500000000003,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663829,IC50,nM,CC(C)CC(C)(C)C[C@H]1N(C)[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,5000.0,5.301029995663981,608.5820000000001,5.110700000000006,4.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663831,IC50,nM,CCCCC(C)(C)C[C@H]1N(C)[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,5000.0,5.301029995663981,608.5820000000001,5.254800000000006,4.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663832,IC50,nM,CCCC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,1000.0,6.0,580.5280000000001,4.522500000000003,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663833,IC50,nM,CC(C)CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(F)c(F)cc12,1000.0,6.0,621.1440000000002,4.982200000000004,3.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663834,IC50,nM,CC(C)CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,1000.0,6.0,612.5450000000002,4.907600000000003,5.0,5.0
